Household ID,Household Type,Person ID,Age,Sex,Position in Household,Tags
6255,family,20311,73,0,partner,
6255,family,20312,67,1,partner,
6256,family,20313,47,0,partner,
6256,family,20314,51,1,partner,
6257,family,20315,35,0,partner,
6257,family,20316,39,1,partner,
6258,family,20317,36,0,partner,
6258,family,20318,39,1,partner,
6259,family,20319,42,0,partner,
6259,family,20320,36,1,partner,
6260,family,20321,53,0,partner,
6260,family,20322,46,1,partner,
6261,family,20323,39,0,partner,
6261,family,20324,37,1,partner,
6262,family,20325,27,0,partner,
6262,family,20326,25,1,partner,
6263,family,20327,54,0,partner,
6263,family,20328,53,1,partner,
6264,family,20329,65,0,partner,
6264,family,20330,76,1,partner,
6265,family,20331,88,0,partner,
6265,family,20332,67,1,partner,
6266,family,20333,74,0,partner,
6266,family,20334,76,1,partner,
6267,family,20335,58,0,partner,
6267,family,20336,64,1,partner,
6268,family,20337,42,0,partner,
6268,family,20338,44,1,partner,
6269,family,20339,61,0,partner,
6269,family,20340,55,1,partner,
6270,family,20341,53,0,partner,
6270,family,20342,50,1,partner,
6271,family,20343,48,0,partner,
6271,family,20344,51,1,partner,
6272,family,20345,34,0,partner,
6272,family,20346,29,1,partner,
6273,family,20347,75,0,partner,
6273,family,20348,65,1,partner,
6274,family,20349,50,0,partner,
6274,family,20350,52,1,partner,
6275,family,20351,87,0,partner,
6275,family,20352,75,1,partner,
6276,family,20353,45,0,partner,
6276,family,20354,46,1,partner,
6277,family,20355,31,0,partner,
6277,family,20356,27,1,partner,
6278,family,20357,45,0,partner,
6278,family,20358,52,1,partner,
6279,family,20359,57,0,partner,
6279,family,20360,63,1,partner,
6280,family,20361,50,0,partner,
6280,family,20362,45,1,partner,
6281,family,20363,35,0,partner,
6281,family,20364,36,1,partner,
6282,family,20365,17,0,partner,
6282,family,20366,18,1,partner,
6283,family,20367,54,0,partner,
6283,family,20368,47,1,partner,
6284,family,20369,52,0,partner,
6284,family,20370,49,1,partner,
6285,family,20371,35,0,partner,
6285,family,20372,42,1,partner,
6286,family,20373,76,0,partner,
6286,family,20374,81,1,partner,
6287,family,20375,27,0,partner,
6287,family,20376,26,1,partner,
6288,family,20377,33,0,partner,
6288,family,20378,28,1,partner,
6289,family,20379,26,0,partner,
6289,family,20380,34,1,partner,
6290,family,20381,63,0,partner,
6290,family,20382,62,1,partner,
6291,family,20383,49,0,partner,
6291,family,20384,48,1,partner,
6292,family,20385,31,0,partner,
6292,family,20386,34,1,partner,
6293,family,20387,51,0,partner,
6293,family,20388,47,1,partner,
6294,family,20389,37,0,partner,
6294,family,20390,37,1,partner,
6295,family,20391,43,0,partner,
6295,family,20392,44,1,partner,
6296,family,20393,29,0,partner,
6296,family,20394,30,1,partner,
6297,family,20395,62,0,partner,
6297,family,20396,63,1,partner,
6298,family,20397,47,0,partner,
6298,family,20398,49,1,partner,
6299,family,20399,52,0,partner,
6299,family,20400,54,1,partner,
6300,family,20401,49,0,partner,
6300,family,20402,53,1,partner,
6301,family,20403,36,0,partner,
6301,family,20404,43,1,partner,
6302,family,20405,66,0,partner,
6302,family,20406,86,1,partner,
6303,family,20407,67,0,partner,
6303,family,20408,73,1,partner,
6304,family,20409,43,0,partner,
6304,family,20410,42,1,partner,
6305,family,20411,38,0,partner,
6305,family,20412,44,1,partner,
6306,family,20413,24,0,partner,
6306,family,20414,20,1,partner,
6307,family,20415,44,0,partner,
6307,family,20416,36,1,partner,
6308,family,20417,23,0,partner,
6308,family,20418,19,1,partner,
6309,family,20419,24,0,partner,
6309,family,20420,19,1,partner,
6310,family,20421,28,0,partner,
6310,family,20422,34,1,partner,
6311,family,20423,54,0,partner,
6311,family,20424,52,1,partner,
6312,family,20425,45,0,partner,
6312,family,20426,49,1,partner,
6313,family,20427,28,0,partner,
6313,family,20428,30,1,partner,
6314,family,20429,56,0,partner,
6314,family,20430,59,1,partner,
6315,family,20431,37,0,partner,
6315,family,20432,41,1,partner,
6316,family,20433,41,0,partner,
6316,family,20434,40,1,partner,
6317,family,20435,60,0,partner,
6317,family,20436,58,1,partner,
6318,family,20437,27,0,partner,
6318,family,20438,29,1,partner,
6319,family,20439,77,0,partner,
6319,family,20440,66,1,partner,
6320,family,20441,48,0,partner,
6320,family,20442,49,1,partner,
6321,family,20443,27,0,partner,
6321,family,20444,27,1,partner,
6322,family,20445,52,0,partner,
6322,family,20446,50,1,partner,
6323,family,20447,36,0,partner,
6323,family,20448,41,1,partner,
6324,family,20449,35,0,partner,
6324,family,20450,39,1,partner,
6325,family,20451,31,0,partner,
6325,family,20452,34,1,partner,
6326,family,20453,41,0,partner,
6326,family,20454,43,1,partner,
6327,family,20455,43,0,partner,
6327,family,20456,36,1,partner,
6328,family,20457,40,0,partner,
6328,family,20458,35,1,partner,
6329,family,20459,84,0,partner,
6329,family,20460,80,1,partner,
6330,family,20461,64,0,partner,
6330,family,20462,60,1,partner,
6331,family,20463,53,0,partner,
6331,family,20464,47,1,partner,
6332,family,20465,46,0,partner,
6332,family,20466,45,1,partner,
6333,family,20467,41,0,partner,
6333,family,20468,38,1,partner,
6334,family,20469,37,0,partner,
6334,family,20470,35,1,partner,
6335,family,20471,39,0,partner,
6335,family,20472,42,1,partner,
6336,family,20473,53,0,partner,
6336,family,20474,46,1,partner,
6337,family,20475,23,0,partner,
6337,family,20476,15,1,partner,
6338,family,20477,34,0,partner,
6338,family,20478,33,1,partner,
6339,family,20479,43,0,partner,
6339,family,20480,38,1,partner,
6340,family,20481,49,0,partner,
6340,family,20482,49,1,partner,
6341,family,20483,40,0,partner,
6341,family,20484,40,1,partner,
6342,family,20485,73,0,partner,
6342,family,20486,81,1,partner,
6343,family,20487,42,0,partner,
6343,family,20488,40,1,partner,
6344,family,20489,43,0,partner,
6344,family,20490,39,1,partner,
6345,family,20491,51,0,partner,
6345,family,20492,53,1,partner,
6346,family,20493,37,0,partner,
6346,family,20494,38,1,partner,
6347,family,20495,53,0,partner,
6347,family,20496,51,1,partner,
6348,family,20497,54,0,partner,
6348,family,20498,52,1,partner,
6349,family,20499,39,0,partner,
6349,family,20500,39,1,partner,
6350,family,20501,50,0,partner,
6350,family,20502,47,1,partner,
6351,family,20503,85,0,partner,
6351,family,20504,84,1,partner,
6352,family,20505,63,0,partner,
6352,family,20506,60,1,partner,
6353,family,20507,36,0,partner,
6353,family,20508,38,1,partner,
6354,family,20509,37,0,partner,
6354,family,20510,40,1,partner,
6355,family,20511,33,0,partner,
6355,family,20512,33,1,partner,
6356,family,20513,19,0,partner,
6356,family,20514,22,1,partner,
6357,family,20515,18,0,partner,
6357,family,20516,19,1,partner,
6358,family,20517,29,0,partner,
6358,family,20518,27,1,partner,
6359,family,20519,57,0,partner,
6359,family,20520,58,1,partner,
6360,family,20521,32,0,partner,
6360,family,20522,29,1,partner,
6361,family,20523,44,0,partner,
6361,family,20524,37,1,partner,
6362,family,20525,56,0,partner,
6362,family,20526,55,1,partner,
6363,family,20527,46,0,partner,
6363,family,20528,54,1,partner,
6364,family,20529,30,0,partner,
6364,family,20530,34,1,partner,
6365,family,20531,62,0,partner,
6365,family,20532,60,1,partner,
6366,family,20533,32,0,partner,
6366,family,20534,32,1,partner,
6367,family,20535,62,0,partner,
6367,family,20536,62,1,partner,
6368,family,20537,42,0,partner,
6368,family,20538,38,1,partner,
6369,family,20539,62,0,partner,
6369,family,20540,60,1,partner,
6370,family,20541,25,0,partner,
6370,family,20542,29,1,partner,
6371,family,20543,26,0,partner,
6371,family,20544,32,1,partner,
6372,family,20545,37,0,partner,
6372,family,20546,38,1,partner,
6373,family,20547,32,0,partner,
6373,family,20548,32,1,partner,
6374,family,20549,62,0,partner,
6374,family,20550,61,1,partner,
6375,family,20551,48,0,partner,
6375,family,20552,52,1,partner,
6376,family,20553,32,0,partner,
6376,family,20554,25,1,partner,
6377,family,20555,45,0,partner,
6377,family,20556,46,1,partner,
6378,family,20557,46,0,partner,
6378,family,20558,48,1,partner,
6379,family,20559,47,0,partner,
6379,family,20560,45,1,partner,
6380,family,20561,43,0,partner,
6380,family,20562,42,1,partner,
6381,family,20563,55,0,partner,
6381,family,20564,58,1,partner,
6382,family,20565,28,0,partner,
6382,family,20566,29,1,partner,
6383,family,20567,51,0,partner,
6383,family,20568,46,1,partner,
6384,family,20569,25,0,partner,
6384,family,20570,25,1,partner,
6385,family,20571,17,0,partner,
6385,family,20572,19,1,partner,
6386,family,20573,60,0,partner,
6386,family,20574,63,1,partner,
6387,family,20575,49,0,partner,
6387,family,20576,45,1,partner,
6388,family,20577,40,0,partner,
6388,family,20578,39,1,partner,
6389,family,20579,16,0,partner,
6389,family,20580,24,1,partner,
6390,family,21889,20,1,family_member,
6390,family,21890,78,0,family_member,
6391,family,21891,58,1,family_member,
6391,family,21892,85,1,family_member,
6392,family,21893,40,1,family_member,
6392,family,21894,70,1,family_member,
6393,family,21895,57,0,family_member,
6393,family,21896,27,0,family_member,
6394,family,21897,31,1,family_member,
6394,family,21898,25,1,family_member,
6395,family,21899,40,0,family_member,
6395,family,21900,38,0,family_member,
6396,family,21901,42,0,family_member,
6396,family,21902,75,1,family_member,
6397,family,21903,43,1,family_member,
6397,family,21904,67,1,family_member,
6398,family,21905,36,0,family_member,
6398,family,21906,61,0,family_member,
6399,family,21907,85,0,family_member,
6399,family,21908,57,1,family_member,
6400,family,21909,57,0,family_member,
6400,family,21910,89,0,family_member,
6401,family,21911,73,0,family_member,
6401,family,21912,44,0,family_member,
6402,family,21913,23,1,family_member,
6402,family,21914,70,0,family_member,
6403,family,21915,29,1,family_member,
6403,family,21916,33,1,family_member,
6404,family,21917,34,1,family_member,
6404,family,21918,30,0,family_member,
6405,family,21919,36,0,family_member,
6405,family,21920,20,0,family_member,
6406,family,21921,57,0,family_member,
6406,family,21922,32,0,family_member,
6407,family,21923,34,1,family_member,
6407,family,21924,34,1,family_member,
6408,family,21925,30,0,family_member,
6408,family,21926,52,0,family_member,
6409,family,21927,27,0,family_member,
6409,family,21928,76,1,family_member,
6410,family,21929,24,0,family_member,
6410,family,21930,36,0,family_member,
6411,family,21931,65,1,family_member,
6411,family,21932,81,0,family_member,
6412,family,21933,37,1,family_member,
6412,family,21934,63,1,family_member,
6413,family,21935,27,1,family_member,
6413,family,21936,34,0,family_member,
6414,family,21937,61,0,family_member,
6414,family,21938,64,1,family_member,
6415,family,21939,44,0,family_member,
6415,family,21940,75,1,family_member,
6416,family,21941,33,1,family_member,
6416,family,21942,58,1,family_member,
6417,family,21943,61,0,family_member,
6417,family,21944,40,1,family_member,
6418,family,21945,32,0,family_member,
6418,family,21946,87,0,family_member,
6419,family,21947,24,1,family_member,
6419,family,21948,52,0,family_member,
6420,family,21949,29,0,family_member,
6420,family,21950,43,0,family_member,
6421,family,21951,86,1,family_member,
6421,family,21952,48,0,family_member,
6422,family,21953,78,0,family_member,
6422,family,21954,64,1,family_member,
6423,family,21955,54,0,family_member,
6423,family,21956,86,1,family_member,
6424,family,21957,50,1,family_member,
6424,family,21958,74,1,family_member,
6425,family,21959,19,0,family_member,
6425,family,21960,68,1,family_member,
6426,family,21961,32,0,family_member,
6426,family,21962,52,1,family_member,
6427,family,21963,62,1,family_member,
6427,family,21964,86,0,family_member,
6428,family,21965,63,1,family_member,
6428,family,21966,20,0,family_member,
6429,family,21967,75,0,family_member,
6429,family,21968,65,0,family_member,
6430,family,21969,33,0,family_member,
6430,family,21970,30,1,family_member,
6431,family,21971,70,0,family_member,
6431,family,21972,48,0,family_member,
6432,family,21973,35,0,family_member,
6432,family,21974,47,0,family_member,
6433,family,21975,45,0,family_member,
6433,family,21976,38,0,family_member,
6434,family,21977,58,1,family_member,
6434,family,21978,49,1,family_member,
6435,family,21979,62,1,family_member,
6435,family,21980,82,1,family_member,
6436,family,21981,64,1,family_member,
6436,family,21982,47,1,family_member,
6437,family,21983,76,1,family_member,
6437,family,21984,56,1,family_member,
6438,family,21985,46,0,family_member,
6438,family,21986,22,1,family_member,
6439,family,21987,81,1,family_member,
6439,family,21988,45,0,family_member,
6440,family,21989,76,0,family_member,
6440,family,21990,85,1,family_member,
6441,family,21991,19,1,family_member,
6441,family,21992,63,0,family_member,
6442,family,21993,19,0,family_member,
6442,family,21994,75,0,family_member,
6443,family,21995,79,0,family_member,
6443,family,21996,77,1,family_member,
6444,family,21997,22,1,family_member,
6444,family,21998,40,1,family_member,
6445,family,21999,47,1,family_member,
6445,family,22000,85,1,family_member,
6446,family,22001,83,1,family_member,
6446,family,22002,50,0,family_member,
6447,family,22003,53,0,family_member,
6447,family,22004,53,0,family_member,
6448,family,22005,84,0,family_member,
6448,family,22006,74,0,family_member,
6449,family,22007,46,0,family_member,
6449,family,22008,21,1,family_member,
6450,family,22009,46,0,family_member,
6450,family,22010,41,1,family_member,
6451,family,22011,30,0,family_member,
6451,family,22012,24,1,family_member,
6452,family,22013,53,1,family_member,
6452,family,22014,35,0,family_member,
6453,family,22015,72,1,family_member,
6453,family,22016,63,1,family_member,
6454,family,22017,47,0,family_member,
6454,family,22018,50,0,family_member,
6455,family,22019,53,0,family_member,
6455,family,22020,23,1,family_member,
6456,family,22021,66,0,family_member,
6456,family,22022,58,0,family_member,
6457,family,22023,48,1,family_member,
6457,family,22024,20,0,family_member,
6458,family,22025,24,0,family_member,
6458,family,22026,41,1,family_member,
6459,family,22027,29,0,family_member,
6459,family,22028,32,0,family_member,
6460,family,22029,23,0,family_member,
6460,family,22030,63,1,family_member,
6461,family,22031,75,0,family_member,
6461,family,22032,54,0,family_member,
6462,family,22033,38,0,family_member,
6462,family,22034,44,0,family_member,
6463,family,22035,39,0,family_member,
6463,family,22036,48,1,family_member,
6464,family,22037,59,0,family_member,
6464,family,22038,24,0,family_member,
6465,family,22039,53,1,family_member,
6465,family,22040,55,0,family_member,
6466,family,22041,81,0,family_member,
6466,family,22042,77,0,family_member,
6467,family,22043,52,1,family_member,
6467,family,22044,25,0,family_member,
6468,family,22045,27,0,family_member,
6468,family,22046,57,1,family_member,
6469,family,22047,56,0,family_member,
6469,family,22048,42,1,family_member,
6470,family,22049,87,1,family_member,
6470,family,22050,60,0,family_member,
6471,family,22051,65,0,family_member,
6471,family,22052,76,0,family_member,
6472,family,22053,38,0,family_member,
6472,family,22054,54,1,family_member,
6473,family,22055,32,1,family_member,
6473,family,22056,58,0,family_member,
6474,family,22057,60,0,family_member,
6474,family,22058,25,1,family_member,
6475,family,22059,78,0,family_member,
6475,family,22060,30,0,family_member,
6476,family,22061,70,0,family_member,
6476,family,22062,68,0,family_member,
6477,family,22063,66,1,family_member,
6477,family,22064,29,1,family_member,
6478,family,22065,21,1,family_member,
6478,family,22066,62,0,family_member,
6479,family,22067,46,0,family_member,
6479,family,22068,76,1,family_member,
6480,family,22069,75,1,family_member,
6480,family,22070,52,0,family_member,
6481,family,22071,51,0,family_member,
6481,family,22072,39,0,family_member,
6482,family,22073,81,0,family_member,
6482,family,22074,42,0,family_member,
6483,family,22075,47,0,family_member,
6483,family,22076,45,0,family_member,
6484,family,22077,33,0,family_member,
6484,family,22078,88,1,family_member,
6485,family,22079,19,0,family_member,
6485,family,22080,84,1,family_member,
6486,family,22081,75,1,family_member,
6486,family,22082,80,0,family_member,
6487,family,22083,30,0,family_member,
6487,family,22084,60,0,family_member,
6488,family,22085,75,1,family_member,
6488,family,22086,38,0,family_member,
6489,family,22087,55,0,family_member,
6489,family,22088,75,1,family_member,
6490,family,22089,21,1,family_member,
6490,family,22090,61,0,family_member,
6491,family,22091,51,1,family_member,
6491,family,22092,75,1,family_member,
6492,family,22093,28,1,family_member,
6492,family,22094,36,0,family_member,
6493,family,22095,59,1,family_member,
6493,family,22096,21,1,family_member,
6494,family,22097,36,0,family_member,
6494,family,22098,31,0,family_member,
6495,family,22099,62,0,family_member,
6495,family,22100,64,0,family_member,
6496,family,22101,46,0,family_member,
6496,family,22102,35,0,family_member,
6497,family,22103,42,1,family_member,
6497,family,22104,59,1,family_member,
6498,family,22105,53,1,family_member,
6498,family,22106,88,1,family_member,
6499,family,22107,51,0,family_member,
6499,family,22108,58,1,family_member,
6500,family,22109,39,1,family_member,
6500,family,22110,71,1,family_member,
6501,family,22111,53,1,family_member,
6501,family,22112,71,0,family_member,
6502,family,22113,87,1,family_member,
6502,family,22114,50,1,family_member,
6503,family,22115,82,0,family_member,
6503,family,22116,88,1,family_member,
6504,family,22117,27,1,family_member,
6504,family,22118,26,0,family_member,
6505,family,22119,50,0,family_member,
6505,family,22120,28,1,family_member,
6506,family,22121,56,1,family_member,
6506,family,22122,37,0,family_member,
6507,family,22123,20,1,family_member,
6507,family,22124,59,0,family_member,
6508,family,22125,86,0,family_member,
6508,family,22126,58,1,family_member,
6509,family,22127,57,1,family_member,
6509,family,22128,84,1,family_member,
6510,family,22129,80,0,family_member,
6510,family,22130,75,1,family_member,
6511,family,22131,75,0,family_member,
6511,family,22132,78,0,family_member,
6512,family,22133,39,1,family_member,
6512,family,22134,74,1,family_member,
6513,family,22135,19,0,family_member,
6513,family,22136,63,1,family_member,
6514,family,22137,77,0,family_member,
6514,family,22138,68,1,family_member,
6515,family,22139,52,0,family_member,
6515,family,22140,73,0,family_member,
6516,family,22141,46,0,family_member,
6516,family,22142,51,0,family_member,
6517,family,22143,62,0,family_member,
6517,family,22144,87,0,family_member,
6518,family,22145,52,1,family_member,
6518,family,22146,31,0,family_member,
6519,family,22147,75,0,family_member,
6519,family,22148,53,0,family_member,
6520,family,22149,46,1,family_member,
6520,family,22150,39,0,family_member,
6521,family,22151,81,0,family_member,
6521,family,22152,29,1,family_member,
6522,family,22153,58,1,family_member,
6522,family,22154,20,0,family_member,
6523,family,22155,33,1,family_member,
6523,family,22156,32,1,family_member,
6524,family,22157,25,1,family_member,
6524,family,22158,50,0,family_member,
6525,family,22159,35,0,family_member,
6525,family,22160,19,1,family_member,
6526,family,22161,75,1,family_member,
6526,family,22162,51,0,family_member,
6527,family,22163,75,0,family_member,
6527,family,22164,68,0,family_member,
6528,family,22165,35,0,family_member,
6528,family,22166,29,0,family_member,
6529,family,22167,79,1,family_member,
6529,family,22168,40,1,family_member,
6530,family,22169,57,1,family_member,
6530,family,22170,21,0,family_member,
6531,family,22171,42,0,family_member,
6531,family,22172,58,0,family_member,
6532,family,22173,82,1,family_member,
6532,family,22174,56,1,family_member,
6533,family,22175,44,0,family_member,
6533,family,22176,34,0,family_member,
6534,family,22177,83,1,family_member,
6534,family,22178,84,1,family_member,
6535,family,22179,73,1,family_member,
6535,family,22180,34,1,family_member,
6536,family,22181,46,0,family_member,
6536,family,22182,43,1,family_member,
6537,family,22183,48,1,family_member,
6537,family,22184,59,1,family_member,
6538,family,22185,66,0,family_member,
6538,family,22186,71,1,family_member,
6539,family,22187,77,1,family_member,
6539,family,22188,76,1,family_member,
6540,family,22189,38,1,family_member,
6540,family,22190,89,0,family_member,
6541,family,22191,27,0,family_member,
6541,family,22192,74,1,family_member,
6542,family,22193,64,0,family_member,
6542,family,22194,63,0,family_member,
6543,family,22195,61,1,family_member,
6543,family,22196,34,1,family_member,
6544,family,22197,68,1,family_member,
6544,family,22198,26,0,family_member,
6545,family,22199,66,0,family_member,
6545,family,22200,19,1,family_member,
6546,family,22201,76,1,family_member,
6546,family,22202,58,0,family_member,
6547,family,22203,43,1,family_member,
6547,family,22204,20,0,family_member,
6548,family,22205,82,1,family_member,
6548,family,22206,46,1,family_member,
6549,family,22207,54,0,family_member,
6549,family,22208,72,1,family_member,
6550,family,22209,22,1,family_member,
6550,family,22210,25,0,family_member,
6551,family,22211,32,0,family_member,
6551,family,22212,38,1,family_member,
6552,family,22213,33,0,family_member,
6552,family,22214,57,1,family_member,
6553,family,22215,75,1,family_member,
6553,family,22216,47,1,family_member,
6554,family,22217,60,1,family_member,
6554,family,22218,36,1,family_member,
6555,family,22219,78,0,family_member,
6555,family,22220,48,0,family_member,
6556,family,22221,19,0,family_member,
6556,family,22222,68,1,family_member,
6557,family,22223,69,0,family_member,
6557,family,22224,69,0,family_member,
6558,family,22225,25,1,family_member,
6558,family,22226,41,1,family_member,
6559,family,22227,35,0,family_member,
6559,family,22228,26,0,family_member,
6560,family,22229,86,1,family_member,
6560,family,22230,28,0,family_member,
6561,family,22231,52,1,family_member,
6561,family,22232,71,0,family_member,
6562,family,22233,29,0,family_member,
6562,family,22234,27,1,family_member,
6563,family,22235,46,1,family_member,
6563,family,22236,74,1,family_member,
6564,family,22237,70,1,family_member,
6564,family,22238,58,0,family_member,
6565,family,22239,59,0,family_member,
6565,family,22240,31,1,family_member,
6566,family,22241,49,0,family_member,
6566,family,22242,39,0,family_member,
6567,family,22243,41,0,family_member,
6567,family,22244,55,0,family_member,
6568,family,22245,86,1,family_member,
6568,family,22246,28,0,family_member,
6569,family,22247,68,1,family_member,
6569,family,22248,55,1,family_member,
6570,family,22249,25,0,family_member,
6570,family,22250,68,0,family_member,
6571,family,22251,56,0,family_member,
6571,family,22252,53,1,family_member,
6572,family,22253,74,0,family_member,
6572,family,22254,20,1,family_member,
6573,family,22255,87,0,family_member,
6573,family,22256,22,1,family_member,
6574,family,22257,86,0,family_member,
6574,family,22258,47,0,family_member,
6575,family,22259,56,1,family_member,
6575,family,22260,24,1,family_member,
6576,family,22261,25,0,family_member,
6576,family,22262,84,0,family_member,
6577,family,22263,73,0,family_member,
6577,family,22264,44,1,family_member,
6578,family,22265,29,1,family_member,
6578,family,22266,32,1,family_member,
6579,family,22267,55,0,family_member,
6579,family,22268,80,1,family_member,
6580,family,22269,55,0,family_member,
6580,family,22270,69,0,family_member,
6581,family,22271,63,0,family_member,
6581,family,22272,80,0,family_member,
6582,family,22273,30,1,family_member,
6582,family,22274,71,0,family_member,
6583,family,22275,67,1,family_member,
6583,family,22276,80,0,family_member,
6584,family,22277,49,0,family_member,
6584,family,22278,22,0,family_member,
6585,family,22279,32,1,family_member,
6585,family,22280,52,1,family_member,
6586,family,22281,27,0,family_member,
6586,family,22282,72,0,family_member,
6587,family,22283,83,1,family_member,
6587,family,22284,52,1,family_member,
6588,family,22285,86,1,family_member,
6588,family,22286,76,0,family_member,
6589,family,22287,89,1,family_member,
6589,family,22288,18,1,family_member,
6590,family,22289,66,1,family_member,
6590,family,22290,67,0,family_member,
6591,family,22291,75,1,family_member,
6591,family,22292,25,0,family_member,
6592,family,22293,20,1,family_member,
6592,family,22294,29,0,family_member,
6593,family,22295,28,0,family_member,
6593,family,22296,57,0,family_member,
6594,family,22297,74,0,family_member,
6594,family,22298,33,1,family_member,
6595,family,22299,89,1,family_member,
6595,family,22300,34,0,family_member,
6596,family,22301,63,0,family_member,
6596,family,22302,70,0,family_member,
6597,family,22303,86,0,family_member,
6597,family,22304,64,0,family_member,
6598,family,22305,83,1,family_member,
6598,family,22306,60,0,family_member,
6599,family,22307,43,1,family_member,
6599,family,22308,64,1,family_member,
6600,family,22309,49,0,family_member,
6600,family,22310,46,1,family_member,
6601,family,22311,31,0,family_member,
6601,family,22312,38,1,family_member,
6602,family,22313,46,1,family_member,
6602,family,22314,70,0,family_member,
6603,family,22315,81,0,family_member,
6603,family,22316,31,0,family_member,
6604,family,22317,30,1,family_member,
6604,family,22318,44,0,family_member,
6605,family,22319,72,1,family_member,
6605,family,22320,85,0,family_member,
6606,family,22321,42,0,family_member,
6606,family,22322,37,1,family_member,
6607,family,22323,61,0,family_member,
6607,family,22324,61,1,family_member,
6608,family,22325,65,0,family_member,
6608,family,22326,83,0,family_member,
6609,family,22327,45,1,family_member,
6609,family,22328,71,0,family_member,
6610,family,22329,26,1,family_member,
6610,family,22330,76,1,family_member,
6611,family,22331,50,0,family_member,
6611,family,22332,29,1,family_member,
6612,family,22333,75,1,family_member,
6612,family,22334,66,0,family_member,
6613,family,22335,39,0,family_member,
6613,family,22336,44,1,family_member,
6614,family,22337,35,1,family_member,
6614,family,22338,24,0,family_member,
6615,family,22339,25,0,family_member,
6615,family,22340,35,0,family_member,
6616,family,22341,42,0,family_member,
6616,family,22342,67,1,family_member,
6617,family,22343,53,0,family_member,
6617,family,22344,67,0,family_member,
6618,family,22345,24,1,family_member,
6618,family,22346,65,0,family_member,
6619,family,22347,63,0,family_member,
6619,family,22348,31,1,family_member,
6620,family,22349,72,0,family_member,
6620,family,22350,47,0,family_member,
6621,family,22351,30,0,family_member,
6621,family,22352,69,1,family_member,
6622,family,22353,28,0,family_member,
6622,family,22354,44,0,family_member,
6623,family,22355,83,0,family_member,
6623,family,22356,56,0,family_member,
6624,family,22357,19,0,family_member,
6624,family,22358,28,1,family_member,
6625,family,22359,29,0,family_member,
6625,family,22360,29,0,family_member,
6626,family,22361,68,0,family_member,
6626,family,22362,37,0,family_member,
6627,family,22363,42,0,family_member,
6627,family,22364,53,0,family_member,
6628,family,22365,67,0,family_member,
6628,family,22366,67,0,family_member,
6629,family,22367,86,1,family_member,
6629,family,22368,36,1,family_member,
6630,family,22369,25,0,family_member,
6630,family,22370,58,1,family_member,
6631,family,22371,59,0,family_member,
6631,family,22372,63,0,family_member,
6632,family,22373,80,0,family_member,
6632,family,22374,27,0,family_member,
6633,family,22375,37,1,family_member,
6633,family,22376,31,1,family_member,
6634,family,22377,22,0,family_member,
6634,family,22378,42,1,family_member,
6635,family,22379,29,0,family_member,
6635,family,22380,68,1,family_member,
6636,family,22381,47,1,family_member,
6636,family,22382,75,0,family_member,
6637,family,22383,73,1,family_member,
6637,family,22384,81,1,family_member,
6638,family,22385,57,0,family_member,
6638,family,22386,76,0,family_member,
6639,family,22387,79,0,family_member,
6639,family,22388,61,1,family_member,
6640,family,22389,56,1,family_member,
6640,family,22390,64,0,family_member,
6641,family,22391,20,1,family_member,
6641,family,22392,44,1,family_member,
6642,family,22393,84,0,family_member,
6642,family,22394,47,0,family_member,
6643,family,22395,59,1,family_member,
6643,family,22396,34,0,family_member,
6644,family,22397,65,0,family_member,
6644,family,22398,20,1,family_member,
6645,family,22399,88,1,family_member,
6645,family,22400,21,1,family_member,
6646,family,22401,54,1,family_member,
6646,family,22402,84,0,family_member,
6647,family,22403,40,0,family_member,
6647,family,22404,77,0,family_member,
6648,family,22405,38,0,family_member,
6648,family,22406,59,0,family_member,
6649,family,22407,53,0,family_member,
6649,family,22408,69,1,family_member,
6650,family,22409,27,1,family_member,
6650,family,22410,33,1,family_member,
6651,family,22411,37,1,family_member,
6651,family,22412,34,1,family_member,
6652,family,22413,62,0,family_member,
6652,family,22414,36,1,family_member,
6653,family,22415,44,1,family_member,
6653,family,22416,63,0,family_member,
6654,family,22417,81,1,family_member,
6654,family,22418,81,1,family_member,
6655,family,22419,70,1,family_member,
6655,family,22420,79,1,family_member,
6656,family,22421,84,1,family_member,
6656,family,22422,68,0,family_member,
6657,family,22423,64,1,family_member,
6657,family,22424,62,1,family_member,
6658,family,22425,41,1,family_member,
6658,family,22426,43,0,family_member,
6659,family,22427,61,1,family_member,
6659,family,22428,61,1,family_member,
6660,family,22429,43,0,family_member,
6660,family,22430,30,0,family_member,
6661,family,22431,77,0,family_member,
6661,family,22432,66,0,family_member,
6662,family,22433,39,1,family_member,
6662,family,22434,83,1,family_member,
6663,family,22435,83,0,family_member,
6663,family,22436,61,0,family_member,
6664,family,22437,81,0,family_member,
6664,family,22438,61,1,family_member,
6665,family,22439,81,0,family_member,
6665,family,22440,79,1,family_member,
6666,family,22441,68,1,family_member,
6666,family,22442,31,1,family_member,
6667,family,22443,73,0,family_member,
6667,family,22444,27,0,family_member,
6668,family,22445,68,1,family_member,
6668,family,22446,64,0,family_member,
6669,family,22447,64,0,family_member,
6669,family,22448,40,0,family_member,
6670,family,22449,73,1,family_member,
6670,family,22450,27,0,family_member,
6671,family,22451,59,0,family_member,
6671,family,22452,70,1,family_member,
6672,family,22453,24,0,family_member,
6672,family,22454,70,1,family_member,
6673,family,22455,46,0,family_member,
